web-scraper-order,web-scraper-start-url,image-src,title,price,stock,view,sale,item-id
"1561570009-25","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/f046f1b9a528fe312708613b6c40aef9_tn","Bút nước xanh hình cây thương - Mã 666","₫5.000","24","7","0","2299869225"
"1561570015-351","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/a4d5bf797d51bdeb980e243cdd84e82e_tn","Bút nước xanh búp bê cầu mưa","₫5.000","2","0","0","2344581991"
"1561570009-209","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/12ad7f787aec0bfce5332d7c83e97512_tn","Thước kẻ thẳng + 2 eke","₫7.000","19","7","0","2161872302"
"1561570021-442","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/f55f81d2171ab2268cb38109dd8861f4_tn","Bút xóa kéo hình trái tim","₫17.000","95","43","5","2188458971"
"1561570015-319","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/90db12bff2ef88bf81a9f5b7924a4e4d_tn","Bút nước đen gấu nón ( mẫu 2)","₫5.000","50","0","0","2344686548"
"1561570003-3","https://banhang.shopee.vn/portal/product/list/all?page=4&size=99&order=popularity_dsc","https://cf.shopee.vn/file/b3833ceb5e5e41efb8764ccf6899bff6_tn","Bút nước - sương rồng nhỏ","₫5.000","0","8","0","2153093233"
"1561570009-218","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/1c898258a3a8133e42cfa300b0d9437a_tn","Bút nhũ 6 màu trong 1","₫5.000","16","34","0","2154760599"
"1561570015-331","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/a48fc8b9089f5b6a6c28fb39b5126a53_tn","Bút nước đen huy hiệu siêu nhân","₫5.000","50","0","0","2344686522"
"1561570009-135","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/e280ece1a53d55c24fd62d8280c87206_tn","Bóp viết có nước đẹp tuyệt vời","₫32.000","10","118","0","2268774016"
"1561570009-89","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/02a35225ae8671b8789bd402845db84f_tn","Bóp viết ngựa Unicorn","₫23.000","0","0","0","2175175953"
"1561570021-494","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/d8f6ea6be07053cc4b8cccd31c7c4d1b_tn","Chuốt bút chì hình cá voi - Mã 363","₫5.000","47","7","1","2182873584"
"1561570009-167","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/da83d7ea5c0804f69582cb7182828a34_tn","Móc khoá UNICORN","₫20.000","0","16","0","2201970081"
"1561570009-86","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/392daa48962a942af9ef2669f8aa36b1_tn","Giấy note mini thú xinh","₫2.500","19","59","0","2179124091"
"1561570021-427","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/3fcc6fd9fb0d37f585e65d50509325a8_tn","Bút dạ quang sao 5 cánh","₫13.000","44","93","10","2195174254"
"1561570015-278","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/8dca9b647d990eb083467af7435c1d28_tn","Hộp viết nhựa Mickey- Kitty_Mã 7093","₫18.000","6","5","0","2317161930"
"1561570015-373","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/6819a70c19ae37c03a6e0070a7e4b6d4_tn","Hộp viết nhựa Công chúa _ Mã 7093","₫18.000","17","22","0","2317164799"
"1561570015-415","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/bd0eb1eea817113bc2d027fa7a671d11_tn","Thước kẻ lược 18cm - Mã 181873","₫3.000","80","12","0","2299897285"
"1561570015-280","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/cda849ee91610af3d654ec91588e92c1_tn","Bóp viết My friend love - Mã 331-19","₫22.000","60","8","0","2317151397"
"1561570021-424","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/1fc4b9a46a858e3e2742b73058c59f53_tn","Sticker 6 tấm","₫15.000","19","31","11","2051126455"
"1561570009-109","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/0a85448e45f2515adb6e196f1af6bda6_tn","Thước kẻ hình con vật 15cm","₫3.000","6","14","0","2161914391"
"1561570009-202","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/7aebb2b8042396f25ba7d82285387710_tn","Chì bấm họa tiết hoa","₫5.000","20","19","0","2171991673"
"1561570015-324","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/740f930e7d0131b79763e1e5549fabb8_tn","Bút nước đen minion dẹp ( mẫu 1)","₫5.000","50","1","0","2344686543"
"1561570015-236","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/552b041831444164e02f5a73bde6ee59_tn","Bút nước đen xương rồng","₫5.000","28","1","0","2344686517"
"1561570021-492","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/79708016696712a2bce59162ece44e75_tn","Combo bút chì - thước- chuốt","₫540.000","0","23","1","2194990943"
"1561570009-212","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/1b5f5f26b3106e2e47e34c6799a233de_tn","Sổ mini nằm ngang","₫6.000","10","30","0","2161603160"
"1561570015-221","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/132fd30425df1d7a1b63b74969d5278b_tn","Bút nước đen cú mèo (mẫu 3)","₫5.000","50","0","0","2344686547"
"1561570015-231","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/3f87e804ddb97e5a4b0a845839c715f0_tn","Bút nước đen cú mèo (mẫu 2)","₫5.000","50","0","0","2344686523"
"1561570021-515","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/08e8332f1aea04fd49b034acc02e391b_tn","Bút nước đen minion tròn ( mẫu 2)","₫5.000","50","1","0","2344686550"
"1561570021-489","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/e0a5b52fe8c78e0130bf7e75c399bcea_tn","Bút dạ quang hoa 5 cánh","₫13.000","49","46","1","2195174255"
"1561570009-79","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/9b77da2fe41fc9ed976f4792b9867e34_tn","Bút nước đen kì lân - Mẫu 3","₫5.000","0","0","0","2195124537"
"1561570015-413","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/6b21d7786420e7a2f876c2e767be43ba_tn","Gôm hình mô tô nhỏ - Mã 5165","₫3.000","35","7","0","2299923564"
"1561570009-107","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/4a8cd1feaec8af1a8c6b79f4f69551a9_tn","Chuốt bút chì hình cây kẹo - Mã 8020","₫5.000","44","19","0","2171911513"
"1561570009-70","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/50bd6290de56481ab9ae9029b58a0cd5_tn","Bút nước xanh hình trứng","₫5.000","0","0","0","2195155674"
"1561570021-465","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/94242836a74dca8c932bfd0ecc0d9d3d_tn","Thước kẻ xếp hình Doremon 20cm","₫5.000","7","17","2","2299897282"
"1561570003-17","https://banhang.shopee.vn/portal/product/list/all?page=4&size=99&order=popularity_dsc","https://cf.shopee.vn/file/7e69820f2dc6917078b21b9f1d78e414_tn","Bút lông kim BeeBee","₫6.000","40","9","0","1988715667"
"1561570015-356","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/41a84e42f774859a2863b18a44e8d89a_tn","Gôm Gôm Staedtler đen - trắng No 52635","₫5.000","20","16","0","2317481729"
"1561570009-137","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/68842cefa702b410ddea6c96d515a860_tn","Bút gà con","₫5.000","9","11","0","2253859828"
"1561570021-439","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/36a8a7001f5bb6323f8c060f1f207732_tn","Hồ (keo) khô cực xinh","₫10.000","0","42","6","1988687688"
"1561570009-33","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/31c3f822e8f11010624eb1ede16fbcda_tn","Bóp viết hình oval mắt kiếng  - Mã BD - 177 - 20 (4 màu)","₫27.000","30","48","0","2283586321"
"1561570009-126","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/5ca89c59300f63b46634f5c5e59f58d1_tn","Bút nước xanh hình monster","₫5.000","10","0","0","2299869222"
"1561570009-30","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/f2e805cd762eeb8c97d7f32c4a057cb0_tn","Bút nước đen hình mèo tim","₫5.000","50","4","0","2299869219"
"1561570015-304","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/9db300076d5034a0e4345a4f290e3c6d_tn","Bút chì gỗ 2B - DELI Neon","₫3.500","24","4","0","2299942875"
"1561570009-152","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/cb53a2b7880a605838e275cd8b5bf207_tn","Bóp bút xinh","₫16.000","160","3","0","2226262639"
"1561570021-426","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/0ad5de4c284b3b44b4b8ca0cf7109fba_tn","Bóp bút cực độc - đẹp - lạ","₫40.000","10","618","10","2268778965"
"1561570015-393","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/315db26909f7ceec3d965180b23cfa89_tn","Bút dạ quang siêu rẻ","₫7.000","10","6","0","2306630393"
"1561570009-101","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/bcd5012fd8e51c9d0e06dfc12acd6f7e_tn","Chì bấm hình thỏ - Mã 528","₫5.000","48","6","0","2172022469"
"1561570009-160","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/b7775a04b8fadeaff66e6051a52f1bca_tn","Chì bấm thỏ Molag - MP 519","₫5.000","27","15","0","2202772795"
"1561570015-386","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/0e955837403a8dae9d325df3d587b520_tn","Bóp viết nhựa trong in hình - Nhiều Mẫu","₫20.000","21","49","0","2306676534"
"1561570009-123","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/086a8acef3c4dc938dd742008d7a6bb8_tn","Bút nước đen hình cú mèo (mẫu mới)","₫5.000","50","1","0","2299869232"
"1561570009-110","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/12ad7f787aec0bfce5332d7c83e97512_tn","Thước kẻ thẳng + 2 eke","₫7.000","19","7","0","2161872302"
"1561570009-172","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/b6b2069724fd2a9292d7cd30ae8f4497_tn","Bút nước đen cú mèo","₫5.000","0","0","0","2195124573"
"1561570021-452","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/e3d1194b4d6713edc74b76989ff7daf3_tn","Hộp bút Xe BUS","₫32.000","85","121","4","2218587060"
"1561570021-430","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/110fc527d26ad72d1774ce9372e482c6_tn","Bóp viết xe buýt","₫27.000","14","128","8","2174901656"
"1561570015-225","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/740f930e7d0131b79763e1e5549fabb8_tn","Bút nước đen minion dẹp ( mẫu 1)","₫5.000","50","1","0","2344686543"
"1561570015-275","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/a86208d6bb2ebcb09eafc18a3608b82b_tn","Hộp viết nhựa Siêu nhân _ Mã 7093","₫18.000","14","11","0","2317164796"
"1561570015-250","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/99a1cc6d8af8a9343008b0a7386a014c_tn","Bút nước xanh cây hoa","₫5.000","8","0","0","2344581997"
"1561570015-245","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/590eeb689f056f447b8757b894dd9edd_tn","Nam châm vỉ mặt cười 3008","₫15.000","1","0","0","2344582007"
"1561570021-444","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/97842058190493eebb0f349ad3b66697_tn","Thước kẻ BTS","₫8.000","3","25","5","2172119749"
"1561570021-485","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/3564167f386ff7196af21dcaee468360_tn","Bút nước đen hình máy ảnh","₫5.000","49","3","1","2299869230"
"1561570009-47","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/5bb124209b566b0ad6a6ca3d5d3c1d7e_tn","Hộp bút tặng kèm đồ chơi mê cung","₫20.000","0","26","0","2239699713"
"1561570015-298","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/1d85b776c6dba7e0067a98fe92d2c74a_tn","Chuốt bút chì hình chuột đuôi","₫4.000","48","6","0","2301511728"
"1561570009-116","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/2dad97c0fdf89bf09a66ae8d278b4594_tn","Bút nước xanh Vợt - Mã 055","₫5.000","24","3","0","2154760754"
"1561570015-392","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/db16ccfba0e997b644d87b741856c2c7_tn","Bóp viết nhựa mèo","₫20.000","2","12","0","2306630401"
"1561570009-35","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/71270c7a47f2241d0403ff4a53e495c9_tn","Bóp viết Hologram  cực đẹp","₫34.000","20","144","0","2268776852"
"1561570015-228","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/0942030beb11e7657af2623cce5e39e6_tn","Bút nước đen cừu thân dẹp (mẫu 1)","₫5.000","50","0","0","2344686534"
"1561570003-19","https://banhang.shopee.vn/portal/product/list/all?page=4&size=99&order=popularity_dsc","https://cf.shopee.vn/file/036e4f46fd9d5b14a8218d047739263e_tn","Bút xóa kéo vỉ 2 cái","₫18.000","100","17","0","1988659878"
"1561570009-155","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/400d4bc758ffb46c1d2df32dca36b492_tn","Lego hộp mini","₫10.000","3","25","0","2203193382"
"1561570015-265","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/18b7510ac674b552c6e0ba32cc4de063_tn","Viết gel xóa được Doreamon HY (xanh)  No 998","₫4.000","12","10","0","2317475149"
"1561570009-145","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/378b5c600574cfbcfa7c7d32c9c96cd7_tn","Bóp viết vải bố hình thú","₫35.000","3","24","0","2239717653"
"1561570015-271","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/9229b8995a2a096b2621d8dfb423b949_tn","Bóp viết Simili - Mã 9511B","₫16.000","50","5","0","2317192673"
"1561570021-448","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/7e1bd1cd89fddedd96eb1ef1610809a8_tn","Bút nước nhiều màu GEL Chosch CS-821 (8 màu/hộp)","₫30.000","4","37","4","2317481728"
"1561570015-354","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/825b89f7c9a20e53bdc828f3d47a2c18_tn","Thước kẻ Ngựa Pony (mẫu 1) No : 9720","₫3.000","9","20","0","2317481742"
"1561570015-326","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/379a5fa0e5ebec1d39898e0b097f272e_tn","Bút nước đen ong","₫5.000","50","0","0","2344686537"
"1561570009-84","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/91078381b75b07e1ce3194437ed52731_tn","Bóp bút dễ thương","₫31.000","2","29","0","2182855423"
"1561570015-350","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/ef6181a3307da6525dd0cb8736e65fbe_tn","Bút nước xanh mầm cây","₫5.000","9","1","0","2344581993"
"1561570009-168","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/5b75e4c829ae97c03cb56f808c080e28_tn","Bút nước xanh hình kem","₫4.000","0","1","0","2195155677"
"1561570009-164","https://banhang.shopee.vn/portal/product/list/all?page=3&size=99&order=popularity_dsc","https://cf.shopee.vn/file/49371a9beb580963c38c7adf9d7296f5_tn","Stickers đáng iu","₫10.000","10","20","0","2202155684"
"1561570015-366","https://banhang.shopee.vn/portal/product/list/all?page=2&size=99&order=popularity_dsc","https://cf.shopee.vn/file/5b509320100fad1564b027bfaf7104b9_tn","Viết gel xóa được - Mẫu 8770 - Màu xanh","₫5.000","12","8","0","2317474314"
"1561570021-480","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/d2ca65c12d264907bd526cf9a1b63745_tn","Bóp viết da PU dâu","₫20.000","2","48","1","2306676533"
"1561570021-513","https://banhang.shopee.vn/portal/product/list/all?page=1&size=99&order=popularity_dsc","https://cf.shopee.vn/file/cc11a600fddfec9c94c9cbe8eb91c8b9_tn","Bút nước đen sóc","₫5.000","50","0","0","2344686558"
